Observation id,Observation date,Description,Observation type,Source,Time offset (s),Coding duration,Media duration (s),FPS (frame/s),Subject,Observation duration by subject by observation,Behavior,Behavioral category,Behavior type,Start (s),Stop (s),Duration (s),Media file name,Image index start,Image index stop,Image file path start,Image file path stop,Comment start,Comment stop
0725-11C PFC+NAc DAsensor baseline new,2025-08-29 15:57:10.569,,Media file,player #1:E:/2025_08_25 0725-11C PFC+NAc DAsensor baseline/2025_08_25 0725-11C PFC+NAc DAsensor baseline.mp4,0.0,827.167,1501.600,30.000,No focal subject,0.0,f,Not defined,POINT,603.933,603.933,NA,E:/2025_08_25 0725-11C PFC+NAc DAsensor baseline/2025_08_25 0725-11C PFC+NAc DAsensor baseline.mp4,18118,18118,,,,
0725-11C PFC+NAc DAsensor baseline new,2025-08-29 15:57:10.569,,Media file,player #1:E:/2025_08_25 0725-11C PFC+NAc DAsensor baseline/2025_08_25 0725-11C PFC+NAc DAsensor baseline.mp4,0.0,827.167,1501.600,30.000,No focal subject,0.0,t,Not defined,POINT,615.967,615.967,NA,E:/2025_08_25 0725-11C PFC+NAc DAsensor baseline/2025_08_25 0725-11C PFC+NAc DAsensor baseline.mp4,18479,18479,,,,
0725-11C PFC+NAc DAsensor baseline new,2025-08-29 15:57:10.569,,Media file,player #1:E:/2025_08_25 0725-11C PFC+NAc DAsensor baseline/2025_08_25 0725-11C PFC+NAc DAsensor baseline.mp4,0.0,827.167,1501.600,30.000,No focal subject,0.0,i,Not defined,POINT,617.300,617.300,NA,E:/2025_08_25 0725-11C PFC+NAc DAsensor baseline/2025_08_25 0725-11C PFC+NAc DAsensor baseline.mp4,18519,18519,,,,
0725-11C PFC+NAc DAsensor baseline new,2025-08-29 15:57:10.569,,Media file,player #1:E:/2025_08_25 0725-11C PFC+NAc DAsensor baseline/2025_08_25 0725-11C PFC+NAc DAsensor baseline.mp4,0.0,827.167,1501.600,30.000,No focal subject,0.0,w,Not defined,POINT,618.433,618.433,NA,E:/2025_08_25 0725-11C PFC+NAc DAsensor baseline/2025_08_25 0725-11C PFC+NAc DAsensor baseline.mp4,18553,18553,,,,
0725-11C PFC+NAc DAsensor baseline new,2025-08-29 15:57:10.569,,Media file,player #1:E:/2025_08_25 0725-11C PFC+NAc DAsensor baseline/2025_08_25 0725-11C PFC+NAc DAsensor baseline.mp4,0.0,827.167,1501.600,30.000,No focal subject,0.0,c,Not defined,POINT,621.167,621.167,NA,E:/2025_08_25 0725-11C PFC+NAc DAsensor baseline/2025_08_25 0725-11C PFC+NAc DAsensor baseline.mp4,18635,18635,,,,
0725-11C PFC+NAc DAsensor baseline new,2025-08-29 15:57:10.569,,Media file,player #1:E:/2025_08_25 0725-11C PFC+NAc DAsensor baseline/2025_08_25 0725-11C PFC+NAc DAsensor baseline.mp4,0.0,827.167,1501.600,30.000,No focal subject,0.0,t,Not defined,POINT,631.200,631.200,NA,E:/2025_08_25 0725-11C PFC+NAc DAsensor baseline/2025_08_25 0725-11C PFC+NAc DAsensor baseline.mp4,18936,18936,,,,
0725-11C PFC+NAc DAsensor baseline new,2025-08-29 15:57:10.569,,Media file,player #1:E:/2025_08_25 0725-11C PFC+NAc DAsensor baseline/2025_08_25 0725-11C PFC+NAc DAsensor baseline.mp4,0.0,827.167,1501.600,30.000,No focal subject,0.0,i,Not defined,POINT,633.267,633.267,NA,E:/2025_08_25 0725-11C PFC+NAc DAsensor baseline/2025_08_25 0725-11C PFC+NAc DAsensor baseline.mp4,18998,18998,,,,
0725-11C PFC+NAc DAsensor baseline new,2025-08-29 15:57:10.569,,Media file,player #1:E:/2025_08_25 0725-11C PFC+NAc DAsensor baseline/2025_08_25 0725-11C PFC+NAc DAsensor baseline.mp4,0.0,827.167,1501.600,30.000,No focal subject,0.0,w,Not defined,POINT,634.267,634.267,NA,E:/2025_08_25 0725-11C PFC+NAc DAsensor baseline/2025_08_25 0725-11C PFC+NAc DAsensor baseline.mp4,19028,19028,,,,
0725-11C PFC+NAc DAsensor baseline new,2025-08-29 15:57:10.569,,Media file,player #1:E:/2025_08_25 0725-11C PFC+NAc DAsensor baseline/2025_08_25 0725-11C PFC+NAc DAsensor baseline.mp4,0.0,827.167,1501.600,30.000,No focal subject,0.0,c,Not defined,POINT,635.600,635.600,NA,E:/2025_08_25 0725-11C PFC+NAc DAsensor baseline/2025_08_25 0725-11C PFC+NAc DAsensor baseline.mp4,19068,19068,,,,
0725-11C PFC+NAc DAsensor baseline new,2025-08-29 15:57:10.569,,Media file,player #1:E:/2025_08_25 0725-11C PFC+NAc DAsensor baseline/2025_08_25 0725-11C PFC+NAc DAsensor baseline.mp4,0.0,827.167,1501.600,30.000,No focal subject,0.0,t,Not defined,POINT,648.600,648.600,NA,E:/2025_08_25 0725-11C PFC+NAc DAsensor baseline/2025_08_25 0725-11C PFC+NAc DAsensor baseline.mp4,19458,19458,,,,
0725-11C PFC+NAc DAsensor baseline new,2025-08-29 15:57:10.569,,Media file,player #1:E:/2025_08_25 0725-11C PFC+NAc DAsensor baseline/2025_08_25 0725-11C PFC+NAc DAsensor baseline.mp4,0.0,827.167,1501.600,30.000,No focal subject,0.0,q,Not defined,POINT,650.300,650.300,NA,E:/2025_08_25 0725-11C PFC+NAc DAsensor baseline/2025_08_25 0725-11C PFC+NAc DAsensor baseline.mp4,19509,19509,,,,
0725-11C PFC+NAc DAsensor baseline new,2025-08-29 15:57:10.569,,Media file,player #1:E:/2025_08_25 0725-11C PFC+NAc DAsensor baseline/2025_08_25 0725-11C PFC+NAc DAsensor baseline.mp4,0.0,827.167,1501.600,30.000,No focal subject,0.0,g,Not defined,POINT,651.133,651.133,NA,E:/2025_08_25 0725-11C PFC+NAc DAsensor baseline/2025_08_25 0725-11C PFC+NAc DAsensor baseline.mp4,19534,19534,,,,
