Observation id,Observation date,Description,Observation type,Source,Time offset (s),Coding duration,Media duration (s),FPS (frame/s),Subject,Observation duration by subject by observation,Behavior,Behavioral category,Behavior type,Start (s),Stop (s),Duration (s),Media file name,Image index start,Image index stop,Image file path start,Image file path stop,Comment start,Comment stop
0725-5A PFC+NAc DAsensor day4,2025-08-29 17:01:45.951,,Media file,player #1:E:/DA sensor PFC +NAC/day4/2025_08_29 0725-5A PFC+NAc DAsensor day4/2025_08_29 0725-5A PFC+NAc DAsensor day4.mp4,0.0,1096.400,1652.967,30.000,No focal subject,0.0,f,Not defined,POINT,501.000,501.000,NA,E:/DA sensor PFC +NAC/day4/2025_08_29 0725-5A PFC+NAc DAsensor day4/2025_08_29 0725-5A PFC+NAc DAsensor day4.mp4,15030,15030,,,,
0725-5A PFC+NAc DAsensor day4,2025-08-29 17:01:45.951,,Media file,player #1:E:/DA sensor PFC +NAC/day4/2025_08_29 0725-5A PFC+NAc DAsensor day4/2025_08_29 0725-5A PFC+NAc DAsensor day4.mp4,0.0,1096.400,1652.967,30.000,No focal subject,0.0,t,Not defined,POINT,513.967,513.967,NA,E:/DA sensor PFC +NAC/day4/2025_08_29 0725-5A PFC+NAc DAsensor day4/2025_08_29 0725-5A PFC+NAc DAsensor day4.mp4,15419,15419,,,,
0725-5A PFC+NAc DAsensor day4,2025-08-29 17:01:45.951,,Media file,player #1:E:/DA sensor PFC +NAC/day4/2025_08_29 0725-5A PFC+NAc DAsensor day4/2025_08_29 0725-5A PFC+NAc DAsensor day4.mp4,0.0,1096.400,1652.967,30.000,No focal subject,0.0,i,Not defined,POINT,514.533,514.533,NA,E:/DA sensor PFC +NAC/day4/2025_08_29 0725-5A PFC+NAc DAsensor day4/2025_08_29 0725-5A PFC+NAc DAsensor day4.mp4,15436,15436,,,,
0725-5A PFC+NAc DAsensor day4,2025-08-29 17:01:45.951,,Media file,player #1:E:/DA sensor PFC +NAC/day4/2025_08_29 0725-5A PFC+NAc DAsensor day4/2025_08_29 0725-5A PFC+NAc DAsensor day4.mp4,0.0,1096.400,1652.967,30.000,No focal subject,0.0,w,Not defined,POINT,519.000,519.000,NA,E:/DA sensor PFC +NAC/day4/2025_08_29 0725-5A PFC+NAc DAsensor day4/2025_08_29 0725-5A PFC+NAc DAsensor day4.mp4,15570,15570,,,,
0725-5A PFC+NAc DAsensor day4,2025-08-29 17:01:45.951,,Media file,player #1:E:/DA sensor PFC +NAC/day4/2025_08_29 0725-5A PFC+NAc DAsensor day4/2025_08_29 0725-5A PFC+NAc DAsensor day4.mp4,0.0,1096.400,1652.967,30.000,No focal subject,0.0,c,Not defined,POINT,526.800,526.800,NA,E:/DA sensor PFC +NAC/day4/2025_08_29 0725-5A PFC+NAc DAsensor day4/2025_08_29 0725-5A PFC+NAc DAsensor day4.mp4,15804,15804,,,,
0725-5A PFC+NAc DAsensor day4,2025-08-29 17:01:45.951,,Media file,player #1:E:/DA sensor PFC +NAC/day4/2025_08_29 0725-5A PFC+NAc DAsensor day4/2025_08_29 0725-5A PFC+NAc DAsensor day4.mp4,0.0,1096.400,1652.967,30.000,No focal subject,0.0,t,Not defined,POINT,534.733,534.733,NA,E:/DA sensor PFC +NAC/day4/2025_08_29 0725-5A PFC+NAc DAsensor day4/2025_08_29 0725-5A PFC+NAc DAsensor day4.mp4,16042,16042,,,,
0725-5A PFC+NAc DAsensor day4,2025-08-29 17:01:45.951,,Media file,player #1:E:/DA sensor PFC +NAC/day4/2025_08_29 0725-5A PFC+NAc DAsensor day4/2025_08_29 0725-5A PFC+NAc DAsensor day4.mp4,0.0,1096.400,1652.967,30.000,No focal subject,0.0,q,Not defined,POINT,537.533,537.533,NA,E:/DA sensor PFC +NAC/day4/2025_08_29 0725-5A PFC+NAc DAsensor day4/2025_08_29 0725-5A PFC+NAc DAsensor day4.mp4,16126,16126,,,,
0725-5A PFC+NAc DAsensor day4,2025-08-29 17:01:45.951,,Media file,player #1:E:/DA sensor PFC +NAC/day4/2025_08_29 0725-5A PFC+NAc DAsensor day4/2025_08_29 0725-5A PFC+NAc DAsensor day4.mp4,0.0,1096.400,1652.967,30.000,No focal subject,0.0,g,Not defined,POINT,538.567,538.567,NA,E:/DA sensor PFC +NAC/day4/2025_08_29 0725-5A PFC+NAc DAsensor day4/2025_08_29 0725-5A PFC+NAc DAsensor day4.mp4,16157,16157,,,,
0725-5A PFC+NAc DAsensor day4,2025-08-29 17:01:45.951,,Media file,player #1:E:/DA sensor PFC +NAC/day4/2025_08_29 0725-5A PFC+NAc DAsensor day4/2025_08_29 0725-5A PFC+NAc DAsensor day4.mp4,0.0,1096.400,1652.967,30.000,No focal subject,0.0,v,Not defined,POINT,541.833,541.833,NA,E:/DA sensor PFC +NAC/day4/2025_08_29 0725-5A PFC+NAc DAsensor day4/2025_08_29 0725-5A PFC+NAc DAsensor day4.mp4,16255,16255,,,,
0725-5A PFC+NAc DAsensor day4,2025-08-29 17:01:45.951,,Media file,player #1:E:/DA sensor PFC +NAC/day4/2025_08_29 0725-5A PFC+NAc DAsensor day4/2025_08_29 0725-5A PFC+NAc DAsensor day4.mp4,0.0,1096.400,1652.967,30.000,No focal subject,0.0,t,Not defined,POINT,552.500,552.500,NA,E:/DA sensor PFC +NAC/day4/2025_08_29 0725-5A PFC+NAc DAsensor day4/2025_08_29 0725-5A PFC+NAc DAsensor day4.mp4,16575,16575,,,,
0725-5A PFC+NAc DAsensor day4,2025-08-29 17:01:45.951,,Media file,player #1:E:/DA sensor PFC +NAC/day4/2025_08_29 0725-5A PFC+NAc DAsensor day4/2025_08_29 0725-5A PFC+NAc DAsensor day4.mp4,0.0,1096.400,1652.967,30.000,No focal subject,0.0,i,Not defined,POINT,553.833,553.833,NA,E:/DA sensor PFC +NAC/day4/2025_08_29 0725-5A PFC+NAc DAsensor day4/2025_08_29 0725-5A PFC+NAc DAsensor day4.mp4,16615,16615,,,,
